1.153749999999999915e-02,3.041666666666661273e-04,-4.458333333333345389e-04,-3.037499999999999402e-03,1.084374999999999402e-03,-2.187500000000019290e-05,4.966875000000000000e+02,4.576271186440678918e+01,1.274142688214426613e+02,1.268230193141505708e+02,-2.919077486294452146e-03,5.259864525669895374e+04
-5.362499999999999212e-03,-1.737500000000000329e-03,-2.654166666666666653e-03,-2.820833333333334046e-03,2.678124999999999950e-03,-5.312499999999978698e-05,4.721987996945399573e+02,-1.769653193929383050e+01,2.110149292761344100e+02,1.063181696352861536e+02,-1.678169890818482970e-03,5.148835533014660905e+04
1.288749999999999965e-02,-1.970833333333333118e-03,-4.791666666666659358e-04,-3.779166666666667652e-03,-3.093749999999997544e-04,3.665625000000000046e-03,4.482551648228551358e+02,3.128961170081365140e+02,-1.327266922326934946e+02,-4.019453729316315389e+02,-3.831534952221423394e-03,6.573396172922522237e+04
-1.471249999999999988e-02,4.629166666666666846e-03,-1.437500000000000409e-03,-4.470833333333334471e-03,-1.553124999999999818e-03,-3.465624999999999956e-03,7.072083333333333712e+02,2.240131920977383828e+01,1.204008264015249807e+02,4.998952105536780266e+01,-5.321162626437041937e-03,3.834917910480454157e+04
-5.625000000000004996e-04,1.529166666666666521e-03,3.804166666666666634e-03,4.979166666666666463e-03,3.040624999999999925e-03,-3.003124999999999718e-03,5.592708333333332575e+02,-5.500294290759267568e+01,-4.635079458505000360e+00,-2.403619776339022280e+02,-7.391459557228265663e-03,6.839837074720529199e+04
-4.237500000000001682e-03,1.279166666666666733e-03,3.070833333333333401e-03,1.029166666666666945e-03,3.153124999999999678e-03,-8.406250000000002262e-04,5.661464856106334764e+02,2.602431712191872037e+01,-1.660246986958526918e+02,-1.590616707033661612e+02,-5.122252527640063467e-03,6.529443217790521157e+04
1.133749999999999862e-02,-3.220833333333333361e-03,4.220833333333333381e-03,4.112499999999999836e-03,-2.653125000000000101e-03,6.406249999999997016e-04,6.146776537191318539e+02,5.041603630113094141e+02,-2.607469853884620989e+03,2.245940320487512963e+03,-5.740710856382191286e-03,5.491099649327799125e+04
6.012499999999998748e-03,-3.750000000000020678e-05,1.720833333333333329e-03,-3.654166666666667541e-03,-5.343750000000001277e-04,-1.240625000000000408e-03,5.345601419888316741e+02,3.367034183549367299e+02,4.311076621151191830e+02,-9.023712224588874733e+02,-2.266836159138735114e-03,5.216174531942222529e+04
-7.124999999999978573e-04,-2.179166666666667793e-03,4.862500000000000502e-03,-3.625000000000008424e-04,-4.531250000000012698e-04,6.281249999999997773e-04,6.254235880199356643e+02,5.509502595623897747e+01,-6.793391209536260078e+01,-2.810843518808120507e+02,-3.018808829799009014e-03,5.640715126304618752e+04
1.337499999999998412e-03,2.637500000000000087e-03,4.270833333333333079e-03,-3.791666666666674082e-04,2.218749999999998501e-04,-3.228125000000000092e-03,5.853541666666666288e+02,2.096731331384533092e+01,2.034945522189742348e+02,7.553813446718042712e+01,-4.694940387876103509e-03,4.648522216920072242e+04
-2.012500000000000400e-03,-4.654166666666668430e-03,3.954166666666666594e-03,8.291666666666664201e-04,-2.940624999999999663e-03,3.321874999999999741e-03,3.933177619195237185e+02,2.877770728953717949e+01,-4.597712258041769218e+01,-1.761183466286431667e+02,-3.734923837921244345e-03,7.423038145206103218e+04
-2.737500000000000350e-03,-6.958333333333330262e-04,2.979166666666666855e-03,-4.570833333333333866e-03,3.684374999999999716e-03,1.871874999999999841e-03,5.739255647327514680e+02,-1.542982764746454905e+02,2.328761024571035250e+03,-2.145072600196458097e+03,-4.900922328317791621e-03,4.604066240789705626e+04
7.037499999999998618e-03,1.637499999999999633e-03,-2.362500000000000884e-03,-2.362500000000000884e-03,2.140624999999999733e-03,2.265624999999999844e-03,2.119583333333333428e+02,-3.840211542414980084e+00,-3.192108614038222569e+01,2.390719930817169114e+01,-3.604811557172473389e-03,8.462540218029044627e+04
-8.762500000000002925e-03,-9.125000000000009839e-04,4.791666666666659358e-04,2.429166666666666714e-03,1.968750000000000014e-04,5.656249999999997218e-04,4.651250000000000000e+02,2.495685597740822104e-01,-1.270719916849702145e+02,-1.383025768748038615e+02,-3.360010459418537581e-03,7.127712804275886447e+04
-8.537500000000003419e-03,-1.195833333333333470e-03,-7.083333333333333842e-05,-3.120833333333333966e-03,-3.028125000000000434e-03,2.009374999999999876e-03,2.352916666666666572e+02,-1.613896648044691773e+01,1.288582402234636071e+01,-3.203852420856609484e+01,-2.016222501966518938e-03,8.020732577586456318e+04
